AccountNumber,Name,NumberOfEmployees,NumberOfLocations__c,Phone,SLA__c,SLASerialNumber__c,Account_Number_External_ID__c,IsActive,CreatedDate,AmountPaid
634,Fraze,67,1,728-766-3966,bronze,091903530,a7c1f521-31c2-4984-a0bd-6dbe124c5986,true,2/22/2025,88.38
635,Myrta,30,39,934-527-3274,silver,064109264,caff9d34-b9c0-498d-9806-27b612c37b5f,false,2/18/2025,76.72
636,Marshal,45,24,976-900-7797,silver,091001322,8ce386b2-83a8-4d80-b997-3b573e6ba2f3,true,5/3/2025,36.45
637,Alisun,80,60,764-802-1029,platinum,091408446,899f40fb-4071-41d0-927f-c21d6348fa5d,true,1/31/2025,45.92
638,Nester,11,86,113-252-8675,platinum,253185002,da0d39a8-7ec5-4cb7-aa57-a16236aa31f3,false,10/26/2024,32.53
639,Alexandros,70,88,169-420-3278,bronze,084201294,23925e7a-eb9d-4103-8cc9-a4388092c819,true,7/17/2025,8.78
640,Kelsey,49,48,264-501-6514,gold,042101404,1175cf9f-72a2-4d3c-84c5-cf820acc3f82,false,1/10/2025,10.24
641,Miner,20,86,414-171-9122,gold,051404231,600ff604-417e-4f9f-b60b-ee3671481017,false,2/13/2025,18.94
642,Leda,42,41,575-795-4553,gold,101104342,06133ef0-aeb1-4a2e-8048-a8fda097220c,true,7/9/2025,20.22
643,Edmund,12,52,175-864-9512,bronze,061120961,b23a7615-0d8a-4960-a14f-18bb2ced69c1,true,11/28/2024,64.57
644,Marigold,86,13,926-466-5518,platinum,102103630,86184ddd-1abe-4e71-8254-e12376357cda,false,2/8/2025,90.57
645,Lutero,26,4,700-587-7201,gold,053202130,ecd009b3-a6c6-4929-a3c0-1dc5dec9bbd7,false,11/11/2024,70.86
646,Freemon,99,20,560-893-8263,bronze,271973937,770b2702-a90e-4ed9-9100-973b5fc17cd2,true,5/29/2025,98.4
647,Ariela,53,92,593-880-0817,gold,063103193,8b79c118-510d-4e12-82f0-afaa4d237a2d,false,11/14/2024,85.1
648,Everett,14,76,734-492-2655,gold,053904483,1a11b068-fa03-4222-a1a3-e8e738b25ad3,false,9/16/2024,68.62
649,Genny,3,13,985-208-3013,gold,122240683,f3df7ee3-187e-4bbd-8e3a-5aad9b1360c5,true,11/20/2024,78.99
650,Jamil,30,95,947-587-0572,bronze,053101529,2102b2aa-d1ba-4a15-953d-33dd68768a43,false,12/19/2024,65.63
651,Glenine,78,16,303-565-1167,bronze,021206074,7730c3e4-d62d-4fac-a70f-80edef9cf8c2,false,6/21/2025,11.5
652,Allyson,93,3,186-364-0103,platinum,122105553,ad4d69ce-a155-4a09-9210-041b447703de,false,7/29/2025,97.43
653,Jennette,53,23,511-249-3214,silver,071121471,8ef3d3dc-4fec-4a2d-9f63-48904ea3488f,false,4/17/2025,73.22
654,Amie,66,73,435-383-0488,silver,062104070,00de18dc-7d07-41a8-906c-a3f49cb7a6d0,false,3/20/2025,27.52
655,Alvira,60,35,153-290-4759,silver,102004331,dfcd283a-da4a-4c66-95cc-bfd276ea0e7e,true,4/29/2025,4.18
656,Penny,7,100,461-263-4915,silver,122243703,acc9f58b-8476-4fd3-951e-cfc21d5993f3,true,12/3/2024,22.99
657,Jackqueline,60,90,899-180-4703,platinum,071112684,37f20c1b-1993-4793-ae8b-d4594e3bcbcb,true,12/29/2024,24.29
658,Mart,46,21,180-467-0848,silver,028000082,9aa8aedd-27d6-4edc-b05d-7cd0cd5fadc7,true,9/15/2024,30.7
659,Odella,100,8,613-518-5353,silver,067091780,454683dd-c89c-43f8-ad8e-2e393909fc09,false,1/15/2025,80.47
660,Carly,10,83,773-844-2126,silver,021912410,c8818e7b-9563-439e-bef5-3ac3f2c4bf4c,true,3/9/2025,4.82
661,Muhammad,97,54,887-358-5738,silver,101104096,2cb11099-6772-412f-b5fb-146149bdd1e1,false,7/11/2025,75.36
662,Yorke,72,84,869-681-8284,gold,121108959,6f775c6b-ea0b-440f-ab8e-787d297ce27f,true,12/6/2024,73.14
663,Gallagher,98,15,824-616-2525,gold,021313747,89baafbc-65c5-43b1-af55-48a14af3f476,true,1/11/2025,55.67
664,Jacki,27,36,380-690-9784,silver,043317679,f9e8d961-acf6-4218-80ab-b03eb231e9f4,true,1/7/2025,29.99
665,Horacio,41,39,368-598-5555,gold,081925816,b6e1ee4b-fc1d-4b32-9c7f-df51a94bb5f1,false,12/16/2024,58.39
666,Darby,71,92,971-920-9643,bronze,053203210,899b4add-5bd9-4b38-81b0-feb81c5b3923,true,6/26/2025,31.32
667,Evangelin,91,89,777-382-4133,silver,122105676,9c2b100b-f1e2-4e00-a3c9-3844aef0bdc9,false,10/14/2024,50.08
668,Jazmin,20,98,297-526-3922,silver,081505155,fade3f44-992d-49c0-8838-e9f95b9a9af8,false,12/10/2024,89.84
669,Des,35,72,826-611-9374,platinum,084309015,c38f000f-ad88-45bc-856e-028d67294744,false,12/3/2024,72.97
670,Kore,26,43,141-389-8583,platinum,103103574,e4c3b00c-60a5-4d0c-a7e8-7c302df225ba,true,4/21/2025,90.79
671,Rossy,5,5,486-769-4454,platinum,063214312,962d01a1-e951-482b-9e8b-928cbae4d255,true,9/19/2024,35.75
672,Thorsten,29,68,922-141-9179,silver,082900937,dd296ae6-3c31-4691-ac9d-0ef65d0f316d,true,10/30/2024,9.15
673,Caron,33,21,721-901-2286,platinum,065104116,9634899f-ab56-41bf-a4a1-8cec01ee3195,false,1/9/2025,33.04
674,Pepe,41,40,550-535-3072,silver,107001067,b585bd10-800b-4862-8926-07740951da26,false,2/7/2025,35.39
675,Lara,6,4,777-481-8851,bronze,072400447,b264d894-34d0-4e8f-8d29-775f761847e5,true,5/4/2025,20.77
676,Vita,84,23,314-424-0296,bronze,055000770,d71d2c5c-9eeb-4fb5-bab7-c709c125897e,false,8/25/2024,85.13
677,Henrieta,79,71,313-941-1461,gold,057000697,813e28af-3b5e-447c-bdb4-0f76890339df,true,6/29/2025,89.68
678,Ranique,93,78,151-245-0792,bronze,073905718,53c374c1-e6bd-4459-a4e6-ff4494a58e4f,false,4/26/2025,62.22
679,Vidovic,38,49,888-298-2952,silver,042102555,d2f9b213-d590-4b3e-8ac4-9dc392a3df57,false,8/2/2025,2.57
680,Paulie,74,16,429-357-7426,gold,101113799,76141ffc-2eb7-436c-b2da-1d7c16647a41,true,1/17/2025,85.65
681,Dare,70,87,980-638-6896,bronze,062200783,7733045b-7139-439b-b62e-75e9a1e02da9,false,1/31/2025,83.14
682,Dave,100,24,949-774-0271,platinum,091803818,07306b1e-e849-48cf-a93a-ba284df37f9c,true,11/12/2024,19.11
683,Marius,8,62,628-648-0282,gold,104000016,0eeea9a3-6fe5-416e-8f11-95210ef1f8bc,false,12/13/2024,6.01
684,Rory,41,81,780-117-7409,gold,065200515,4fa03016-62f7-49cd-b66f-ad19a25ea104,true,11/1/2024,22.85
685,Jaclyn,11,49,655-560-7779,gold,112200303,eea784a3-221e-48c3-9159-e227064a7d8d,false,7/11/2025,4.76
686,Inglebert,76,34,973-403-8013,silver,067009280,f03e47cd-8a6b-4a95-977f-c164813a93fd,true,9/6/2024,4.52
687,Audrye,67,62,778-327-1262,bronze,071908869,50238eeb-60f4-49fa-9df6-59540ee149d7,true,6/19/2025,72.55
688,Benjy,65,82,385-471-9579,gold,091301899,8ed0a582-893d-45f2-8b92-307945b0bae1,false,1/8/2025,80.01
689,Hazel,97,4,431-213-2010,silver,055001122,ed98aedd-6fe9-4609-8ae4-f1778f5f6a36,false,2/23/2025,7.35
690,Zilvia,89,79,687-442-8939,silver,028000024,467457e8-598f-4490-b0e2-6b5fc2471320,true,10/2/2024,18.01
691,Roda,92,22,443-118-1553,gold,063200407,420f05ce-4302-4171-83af-77cf48f584ec,false,2/5/2025,43.69
692,My,36,27,955-281-5879,gold,074903337,8d6eb27e-85fa-4f1a-99f0-bde23d0eee35,false,6/18/2025,85.35
693,Mayer,21,13,201-944-4533,silver,071915580,d299f39a-5086-40fd-a2c9-35ff07621b87,true,12/29/2024,20.2
694,Terri,37,11,411-220-1760,platinum,031207924,fe2951d7-47dc-4ce3-9df2-f184984810b8,true,4/22/2025,32.49
695,Ulrikaumeko,57,24,715-866-9123,bronze,053110633,70e33173-83fe-4b8d-9c4f-1b89136f380d,false,8/2/2025,40.82
696,Nelle,45,24,812-772-5365,bronze,111313631,0f8a650b-f282-45c2-bc97-2d2b8b063fe4,true,1/17/2025,23.45
697,Ddene,26,39,449-329-3352,silver,091800015,7aa355ea-3f3f-4de6-960f-abd0a5125243,true,8/31/2024,62.39
698,Taylor,68,38,860-800-1874,silver,021206676,c4074bb7-1748-4685-9a2f-b96886276711,false,3/16/2025,53.28
699,Cordie,91,93,282-577-8255,bronze,122105922,bb8f579e-1b3c-4df9-a15b-425c22b2fb8a,false,12/13/2024,5.29
700,Murry,1,13,508-946-2495,silver,065000171,52e75ce3-7bdc-4676-8f15-dfe00f035dbc,false,2/22/2025,49.34
701,Frieda,78,15,767-138-3355,platinum,102100992,ba86b824-fb21-4593-8eda-716efce144ab,true,8/13/2025,33.54
702,Dael,74,100,916-589-2038,silver,051006778,f4ff6be3-aa8a-49e0-9eff-68d47dded76b,true,2/19/2025,6.63
703,Morty,80,98,578-977-1979,gold,021206676,441cd329-0c8f-41ec-aad2-d6e67186223d,false,8/29/2024,93.56
704,Maurise,37,3,273-213-6651,silver,011306492,9089fe0d-6c3e-4e0a-a0f2-034834d090e0,true,8/30/2024,1.63
705,Howard,27,73,771-149-8930,gold,063104312,7f07a938-aac2-4b23-8bec-350e478f216d,true,1/23/2025,20.61
706,Jeni,33,70,338-678-0911,platinum,011401135,83345025-cec6-408d-8071-62612772384d,true,9/11/2024,38.88
707,Doll,37,78,709-902-3252,silver,122104046,f8ce44ec-3c1b-40f6-b1b2-2fda87540e85,true,3/27/2025,85.26
708,Hilary,65,16,698-230-3192,silver,021001208,035d4708-b6a0-493b-b3b8-2a46fc2e6ec9,true,2/11/2025,30.39
709,Prudence,14,32,197-885-3061,gold,021172661,90e2b3fb-7fe7-4202-8141-17b79692269c,false,3/21/2025,8.9
710,Jefferson,54,74,713-984-8272,platinum,072402856,958593a1-4120-4198-b0a4-14056d0700ed,false,7/19/2025,55.82
711,Georgie,38,10,192-982-8709,silver,074000065,d7803eb7-feed-4a1d-b114-3de28ba74a98,true,12/1/2024,59.08
712,Lynn,88,73,140-984-8403,gold,121031673,efe4a430-2db8-438c-81ee-84700be9c242,false,5/12/2025,60.46
713,Carlotta,28,3,849-218-2308,gold,044106397,bd383717-1020-46ed-a68a-8a28de6fbdae,true,6/29/2025,22.05
714,Lesley,35,90,428-897-2931,silver,071909046,7bb3a1eb-e09e-4739-a23a-04baa80b633a,false,3/10/2025,55.5
715,Elbertina,70,94,247-951-1450,gold,231374961,4db863f4-6cc9-4068-b006-61e900953ddf,false,6/25/2025,54.9
716,Hal,32,44,106-999-5641,bronze,102107474,0edd1dee-92b5-4b2f-ad4d-784c1a5859a2,true,4/30/2025,42.95
717,Deedee,50,81,501-865-2195,bronze,064207946,a810f8cb-e56a-418a-a212-a8a21f4b4b40,true,5/26/2025,16.66
718,Elisha,68,26,959-553-6792,bronze,114909505,3d58a70a-e61d-4e6c-9af2-ffdb4feb10f2,false,8/23/2024,71.33
719,Glynn,28,42,579-913-9815,silver,071918309,a863f903-f9df-44d7-ad1f-09b664c00ae9,true,9/5/2024,2.42
720,Mia,27,29,471-826-6637,silver,104900679,f6549900-8635-479d-845f-8c06310dcd94,false,11/21/2024,34.6
721,Fidel,48,23,787-879-2129,platinum,083908420,7352c80c-0a8d-4c5e-9469-47d9b4df4d05,false,2/24/2025,19.92
722,Veronica,34,90,784-775-3738,platinum,031100225,abf836d9-9bdd-40e6-9776-89bfd72dff73,false,7/24/2025,22.45
723,Elaina,49,29,271-759-2394,bronze,065404913,7f6e8fc6-8244-4ee3-927d-a4e8235c5ed0,false,9/30/2024,35.97
724,Nikos,93,9,834-340-2698,platinum,122239131,6b09490f-19de-486b-bc1d-1644f2925fb5,false,8/20/2024,65.41
725,Bent,37,63,669-613-2421,silver,301271790,6b3e5272-6c8a-44c6-81ff-ad41c6b61cd7,true,7/17/2025,2.1
726,Berkie,17,12,938-423-0467,bronze,063210125,4d5538c5-cfe5-41f1-8afa-a7b3de09e765,true,6/14/2025,53.83
727,Marita,59,74,131-355-1255,platinum,091405229,9ecd5774-bd48-4a16-bcfb-928cf2dab485,false,1/7/2025,42.53
728,Rudiger,50,69,797-722-1724,bronze,081912379,c22aa7c5-3b73-40b5-889f-ab74490578cc,true,12/4/2024,20.99
729,Rollie,25,47,962-308-6330,gold,031100225,9bf4cb81-e709-4a65-9555-2cc7cf9cac77,false,4/2/2025,4.63
730,Georg,47,97,617-443-7273,gold,062201083,29cd0522-c2ec-498f-88c0-1d4fa983ff50,false,10/29/2024,69.58
731,Marylynne,53,49,962-954-2671,gold,062201724,b486c6f8-6437-47c6-9243-41a4cf1e90fa,true,1/14/2025,25.99
732,Laverne,57,27,471-624-0402,gold,081006052,2cff30ef-4bd0-4984-a03e-3ec9ac096a8e,false,11/26/2024,47.85
733,Abran,18,37,992-929-0284,bronze,053208066,394a60ff-935b-48c1-8897-2c69645293f3,true,11/11/2024,63.94
734,Ervin,29,32,924-168-8038,silver,082900487,2ea32084-3b18-4cde-9714-525a7696d50d,true,8/11/2025,79.17
735,Orson,79,89,512-181-4411,platinum,075902625,689cd65a-21df-4dc4-b242-419b57bf0410,true,9/21/2024,96.04
736,Christen,12,75,936-279-6516,platinum,221272442,efd3b83e-1489-424a-aeb8-228d0ae8f463,false,3/21/2025,37.25
737,Allys,60,15,391-901-5453,gold,072404485,d89de4db-4c37-4683-8c90-4c9363bd05f5,false,12/2/2024,16.07
738,Harlan,58,47,115-772-8892,silver,101105257,8fd0f4c2-9bb2-45d8-9be7-044bd21672fa,true,2/14/2025,98.12
739,Leon,13,84,929-568-9477,platinum,071103473,b4f169f9-4bf6-4301-b129-7e50094052e3,false,10/28/2024,43.28
740,Darby,88,36,639-358-7111,silver,111310841,a58b4a30-169a-4f91-9d4d-9cf2c243c76b,false,11/20/2024,65.4
741,Cece,54,76,880-643-2827,bronze,011501035,0d96fbb8-f529-42aa-aa6b-0b5e58600a9a,false,1/23/2025,85.34
742,Sindee,70,17,870-711-0848,silver,064003768,b244a90d-b144-4136-89ca-5fb81cb1345c,false,4/7/2025,60.27
743,Marrilee,24,11,985-842-2357,silver,091512031,1d479f0a-5242-463f-909b-b87bc8162df8,true,9/11/2024,23.15
744,Carmela,77,48,928-781-8962,bronze,071924131,75f487eb-5b09-410e-823e-5a6f36fdcd80,true,7/7/2025,69.46
745,Gherardo,43,31,947-125-2265,gold,211170279,41f2836d-d40c-4be1-85a5-2440ebfc018a,false,9/12/2024,52.39
746,Devondra,97,54,739-551-6302,silver,053900377,e294b92d-e0f9-465d-b463-fdd4d04d2898,true,9/16/2024,85.91
747,Pierson,87,65,831-457-2145,platinum,071926320,853cecae-9381-4f3e-b2f7-d4d688d08d8f,true,8/24/2024,94.34
748,Willdon,35,100,433-612-7745,platinum,026004828,04bea7f7-6b50-47fe-bf1d-5da0d2559584,false,10/26/2024,58.16
749,Neel,14,7,592-186-1578,platinum,091200738,1205cfec-9c38-4c3a-961b-23dc952ee3c7,false,7/6/2025,4.17
750,Mora,70,96,246-548-4836,gold,053112479,ce8e5e37-9e1c-4c8c-b9c3-c20cf17736e3,false,1/18/2025,5.2
751,Sherrie,56,47,908-479-9824,silver,091005632,9dd555f4-ab38-41f6-9a86-5e602bb800b0,false,9/14/2024,36.68
752,Wilma,43,65,204-771-8140,gold,322280870,631e3023-d61b-4e71-9309-6171962b2531,false,9/21/2024,60.77
753,Duky,38,94,513-250-5835,gold,271973487,0c4fa258-a9e5-4f9a-a042-f4cb2ed095c1,false,6/25/2025,51.62
754,Joana,11,9,574-543-6974,silver,111907717,aef92470-477c-4a9d-aae8-68bec33e5cf7,false,5/31/2025,53.01
755,Jennilee,52,68,678-680-8021,silver,321181200,c492900a-003f-41af-9cb2-ef9ae885b636,false,12/21/2024,25.59
756,Amby,48,52,748-798-2471,silver,102006119,b6e5e9c1-8dbe-48b6-a5fe-9e89be96c30e,false,3/7/2025,94.54
757,Marcellina,47,52,361-385-6223,gold,113024504,13ecc42f-c214-47a3-9ec1-86967a8e4cf1,true,3/27/2025,23.41
758,Inesita,12,18,969-991-3839,silver,091108539,d52c4803-f1f8-4a11-950a-e42c1395dc8c,false,12/27/2024,41.52
759,Brandice,72,96,724-746-2084,silver,067007156,b2f4fcbb-5033-4d00-8236-6a94ab49e99f,true,5/8/2025,76.1
760,Wayland,18,13,106-295-9934,bronze,101101141,b0327571-7fd2-4e90-9b78-2657773b2b51,true,7/12/2025,99.02
761,Andrea,89,42,342-216-1233,platinum,071905613,b073e790-e38e-44a8-9c58-1bb1d8c36cd4,false,8/30/2024,34.98
762,Reggy,54,9,973-944-8467,gold,111901632,b69d5d6c-51e1-4fde-8bac-e783fe65b20c,true,11/9/2024,52.42
763,Caesar,91,78,665-635-8716,bronze,074900356,7863e621-b949-4146-ad7f-9a4d4f2f3cf4,false,5/6/2025,92.49
764,Lesley,52,42,777-308-8335,bronze,065301689,d64cfa3a-f8c2-4a94-91c7-1093f8f76ea5,true,10/9/2024,92.16
765,Alejandrina,65,5,758-907-3327,silver,101100375,5c6eb9ec-6fed-4824-92d1-f68875aa2c74,false,2/7/2025,15.66
766,Wakefield,78,73,625-867-0975,gold,075911373,24755b1c-742e-4223-93a9-9a5ecb43e2f4,false,11/30/2024,78.64
767,Cyndia,53,5,675-912-5012,platinum,322270408,0ba59b0c-607e-4c69-82eb-70425527221f,false,12/31/2024,26.69
768,Tadeo,65,31,277-335-3851,platinum,111321856,cdcd4d64-f7e7-475a-b89f-46038032bb05,true,4/7/2025,24.08
769,Alverta,22,75,919-430-0911,gold,322270055,3b1f4e87-fb9c-473e-9061-a9c793f667a5,true,4/10/2025,40.55
770,Fonzie,10,60,320-782-6223,silver,111907775,9b036721-3496-445b-b2d4-102c38e354a6,true,10/1/2024,57.45
771,Harman,17,71,336-844-2434,silver,251472555,090fdc35-7f18-4f52-b8a6-58dccebe8ee4,true,8/23/2024,20.17
772,Celeste,44,1,842-511-5045,platinum,065301265,3d1650b6-1cb6-41cd-8d96-084988a9aec5,true,6/6/2025,25.57
773,Sax,13,65,767-166-7185,gold,062203751,21b2ad0e-0d8c-41d0-9782-6006586c6263,false,2/1/2025,5.21
774,Sondra,35,71,758-633-4678,gold,073921161,be5eed2a-8cd8-4640-95bd-b5cae91bb8a5,true,9/8/2024,83.62
775,Garey,45,8,989-516-5017,gold,053201607,5c9f5343-02b7-499c-86fc-d63c84888247,false,3/17/2025,25.09
776,Palmer,30,35,509-335-0021,platinum,072412972,d771fbac-9dd0-4d27-83d1-36414071dba4,true,6/14/2025,44.28
777,Hedda,13,99,938-368-6450,silver,211178640,b3f63a12-3917-4ce4-abb5-243c9a0a9c3f,true,9/13/2024,95.33
778,Moses,3,65,489-539-6259,gold,053111810,7e436f59-c3fd-40dc-aba2-a9e44368fd16,false,10/13/2024,54.92
779,Alwin,15,2,673-185-0371,silver,121137522,e56c5614-bf48-46a8-9d68-872b8cf1c442,true,12/18/2024,88.82
780,Fayina,30,10,959-213-9857,bronze,271973924,f57c2905-83f4-4231-9342-eefd22663cb1,true,10/11/2024,55.76
781,Chrystel,29,50,487-775-3098,silver,221672851,6ac72331-549b-4a90-b7cd-0c15c5f007ca,true,11/4/2024,95.93
782,Gav,57,72,398-882-2329,platinum,041202511,5f879f7b-f8b6-4d16-8127-a05a3e98f4ad,true,4/26/2025,99.41
783,Ivett,46,6,769-890-0428,platinum,211170305,d65ec5ea-e4c6-4946-a267-49b617fe9f63,true,10/31/2024,96.97
784,Ody,99,37,181-500-4674,platinum,075906595,56538e50-191d-439e-9106-7d7250fac558,false,8/1/2025,62.05
785,Sasha,19,64,509-394-8634,bronze,263190634,36112b9e-be16-4b50-92a6-7c8954f46ec0,false,7/17/2025,8.84
786,Josephina,30,4,461-608-3460,platinum,125000105,4bf34606-5431-4791-b1df-76a6b4ad988b,true,9/28/2024,66.44
787,Dukie,76,26,200-656-6197,silver,111914289,f2a2007c-903e-4ac4-a46b-8b7d0c6fb794,false,10/22/2024,44.97
788,Clemence,52,35,404-514-0420,platinum,021201011,2c932edb-a2ab-41eb-b7ca-b566fa39e307,true,5/14/2025,11.57
789,Pauline,98,77,158-445-9440,bronze,111309043,6ecf9db4-fc75-49d5-82a8-7fcbff2159af,false,9/1/2024,28.61
790,Dmitri,11,65,916-824-9781,platinum,114915081,0b452871-da98-46ec-a059-2bb0daaeb005,true,11/21/2024,67.19
791,Berke,42,71,501-605-8136,platinum,091409571,9b84d495-9836-478c-ad26-948485d9d396,false,6/13/2025,64.93
792,Billie,65,86,496-520-4351,platinum,092901191,2279a79f-52ba-4309-8d0e-b306ed34e474,true,5/30/2025,79.4
793,Darice,60,42,881-519-4028,bronze,107000327,ba6ae591-61ec-483b-8904-d874a24fc5c9,false,7/7/2025,98.79
794,Cointon,89,6,676-657-6733,platinum,242272272,390c0cc4-9728-453b-86c9-ad5512c1ec1f,false,3/12/2025,39.13
795,Cyndia,27,91,276-263-0628,bronze,124100080,e3aa8dd2-235e-4bc2-80dd-a3e236ec926d,false,5/26/2025,51.84
796,Nicolle,1,11,362-237-1564,silver,065305863,b4ee141e-2957-42a9-b242-696c4a84b924,true,4/29/2025,53.29
797,Raychel,20,26,802-788-8380,platinum,114922265,9178a575-de77-4d15-928d-a3d0e99724f3,true,7/11/2025,5.75
798,Ken,80,2,301-457-0741,silver,211170305,238ce6a6-1b03-4b45-bace-1ccab8a30591,false,3/30/2025,97.76
799,Tyne,3,17,366-431-1885,gold,062103259,372ea070-6b75-4f43-bf2d-518228c2a378,false,10/3/2024,70.67
800,Hyacinthie,21,73,839-429-8195,platinum,071124740,4cc60a3d-eba5-449c-805a-2863e867518c,false,1/15/2025,49.23
801,Joice,42,60,470-803-1726,platinum,083900619,0151657e-7a99-4c02-b528-99a8ad3aa805,true,3/13/2025,27.84
802,Myrilla,56,97,943-756-6498,platinum,074903955,a76cb211-a090-4bfc-8797-855de1aafd83,false,12/23/2024,38.85
803,Dorelia,32,16,698-456-4363,platinum,067015258,eabcc113-4c02-4a4a-9c06-e80e34af6aa4,true,8/19/2024,65.42
804,Kariotta,90,40,791-340-4122,gold,111000258,2681f58e-3bef-4c6e-be14-36744ed0e98b,true,11/28/2024,88.73
805,Meara,6,96,549-886-6624,platinum,062206295,3ff6e1aa-03d6-43e3-a63a-6eb9e36531f8,false,4/26/2025,34.54
806,Gabi,100,90,485-429-2549,silver,072413256,2ab0546c-ce69-4f9a-b68a-beee69d93dfb,false,7/21/2025,41.36
807,Hulda,78,59,884-182-3681,bronze,053112204,463e94e9-0d94-4d16-9595-ee51b82a6917,false,2/14/2025,9.59
808,Aili,39,39,809-309-2287,platinum,053201885,e9f6bab5-4725-49ea-aa2e-6a7ff0a0a3c5,true,12/14/2024,67.69
809,Marge,20,89,130-550-8596,gold,062206431,524f5c1c-19be-4d3d-a93a-b15e75adbf81,false,3/8/2025,9.77
810,Gordan,35,72,934-474-7263,gold,113105025,a1867058-e9c8-44ba-88bc-af039c4bb29c,false,10/17/2024,45.5
811,Bevvy,100,96,207-503-7599,platinum,062201397,6b0dc0af-a6f4-4d7e-9234-bcde5288ed76,false,6/3/2025,80.27
812,Concordia,82,73,673-901-0789,gold,041200555,40b6aa92-da91-457e-a813-92060a5b76e3,true,9/1/2024,80.53
813,Lee,62,63,753-296-0336,gold,064201560,e013dc3f-0c49-4286-9c3f-3b9c0fb466a4,true,6/6/2025,38.87
814,Mal,36,61,315-474-1193,gold,121135087,823ca855-0f1f-4d56-a651-35851097e638,false,6/30/2025,89.2
815,Madelle,85,71,123-476-1836,bronze,031100209,e18d5dc8-43ed-42ba-bd93-aab146baae6b,true,7/28/2025,3.65
816,Siobhan,15,4,390-979-0994,platinum,051501150,bf5b636c-ddc0-4955-ae8b-bf0bb40e192c,true,10/5/2024,19.33
817,Burtie,11,4,684-728-7677,platinum,064205388,95ede257-92b9-4959-bb73-d33b7e104eb3,false,6/18/2025,88.2
818,Kira,82,13,563-806-3723,gold,314974356,b1053f20-d7eb-4313-aed9-aa09a38b340d,false,1/12/2025,33.11
819,Lawton,15,24,585-504-7224,gold,041205521,734bd6f1-ebf0-4497-94cf-83fdeaf9a245,false,6/20/2025,78.57
820,Cinderella,95,66,644-446-7239,bronze,071106250,4342e87c-db39-4edf-94ff-cb371ac76920,false,3/26/2025,92.71
821,Sibley,2,57,937-568-2774,platinum,031100089,655e53fb-9e2e-4d51-8639-bdcfd846a115,false,12/15/2024,95.31
822,Clive,61,46,680-524-4416,bronze,103109840,9c938343-e09c-410f-b42b-830658e0ca7a,true,1/21/2025,41.95
823,Abagail,76,88,223-976-4180,gold,091914710,34d2716a-b676-4868-b823-8174772ee550,true,11/20/2024,87.96
824,Christabel,50,45,879-627-1855,bronze,063000021,8148bd8a-5a49-4573-b1c1-3ed45460a476,true,4/6/2025,51.13
825,Eric,85,92,604-738-9357,silver,111907445,2c356611-06f3-4911-9f9e-0832c47e7404,false,10/24/2024,22.13
826,Leonid,18,4,681-841-9728,bronze,113024177,e13b5d2c-1aa5-4d4f-80a8-fe067773af52,false,2/5/2025,25.03
827,Lenna,74,10,175-485-2879,silver,101900588,eb622ab9-291c-4ce6-89b0-55cf89a4d9cf,false,7/18/2025,87.57
828,Homerus,76,61,509-887-7895,platinum,061204612,84c329d0-cdad-4b10-bec8-8f0310b4a6dd,false,12/2/2024,78.92
829,Mil,37,43,793-495-4496,gold,281073568,688f7b56-93a7-4b1f-ae5e-f40bb7e3db47,true,9/7/2024,2.48
830,Reade,79,68,763-637-6849,silver,075906524,250a9952-ff2e-42bd-9a7e-bce2bef6118f,false,7/28/2025,89.74
831,Osbourn,52,4,395-522-4504,silver,072413133,98cb404a-e014-49e7-9a1a-e48991717eef,false,1/10/2025,77.32
832,Cordula,76,99,141-440-7813,gold,113024274,e3774f2b-88d1-48b0-87cb-cbb7465ded49,false,12/9/2024,99.13
833,Kial,37,100,819-620-6726,silver,271973924,4e6fd5a2-b34a-4c41-b779-ee932d17af64,true,2/19/2025,22.72
834,Camille,64,87,718-227-5398,silver,043000096,1354fcaa-586a-4e60-a6c8-e34d5670bb2e,false,6/17/2025,54.3
835,Stace,97,60,240-234-6684,platinum,113000968,a6388fce-4ce7-4596-9cd1-a1cb6840e89f,true,3/13/2025,91.96
836,Thorvald,21,35,314-684-9357,platinum,111324293,ecbc3674-b45f-4b53-845c-022455bdadf2,false,4/29/2025,56.4
837,Efrem,32,15,648-460-6399,gold,122238048,95c802d0-7e71-4742-9101-413c1590212c,true,6/14/2025,14.65
838,Giovanna,69,60,367-808-2649,gold,051009296,4bb5038d-1d58-437f-962b-c2c96ae90781,true,3/31/2025,8.64
839,Neda,82,59,733-177-7302,platinum,042104401,9ef11290-041b-407a-8817-8c453d9cc19f,false,6/1/2025,14.11
840,Dominique,17,68,494-436-7791,platinum,101111351,35dd6f5d-4e8a-49d2-a9a1-bf542f8d5838,false,4/20/2025,4.67
841,Rora,1,34,190-979-9087,bronze,122037841,407865b1-1030-40a7-bd47-6f501fd43773,true,10/28/2024,18.92
842,Cris,82,53,424-453-7000,bronze,051402071,05560e89-1ca1-4889-9246-7d6373d8ac4f,true,4/18/2025,77.68
843,Ingaborg,8,21,288-840-6113,gold,084309125,120af248-a9a5-411c-a2e1-b9f96f5f5229,false,1/4/2025,29.02
844,Cordell,86,83,757-691-6780,platinum,125008220,0ee35213-6610-46da-8f6e-649bd40903cb,false,11/10/2024,29.61
